Title,Location,Company,Salary,Sponsored,Description
"Senior Manager, Digital Analytics Insights","Toronto, ON",Loblaw Digital,None,Organic,"At Loblaw Digital, we know that our customers expect the best from us. Whether that means building the best, most innovative online shopping experience, or designing an app that will impact the lives of people across the country, we’re up for the challenge. From our office in Downtown Toronto, we’ve created leading eCommerce experiences in the online grocery shopping, beauty, pharmacy, and apparel spaces, and we’re only just getting started.

The impact you’ll make
As the Senior Manager, Digital Analytics Insights, your role is to build, lead a team and empower our businesses with relevant and reliable insights into our online customers’ behavior.
Your work will enable business teams to make educated, data-driven decisions that solve problems for our customers and move our brands forward. You will be responsible for building, analyzing, educating and democratizing insights about customers’ behavior on and across all the digital experiences we build.
What you'll do
Develop and manage a team of digital analytics analysts to help business teams, across multiple lines of business, derive customer insights from digital analytics datasets.
Design, build, maintain and validate digital analytics dashboards using data visualization tools (Google Data Studio, Looker, etc.) to systematically analyze customer behavior and traffic trends.
Work very closely with Product, Trading, Experimentation and Marketing teams to define business KPIs, conduct deep-dive analysis, and make recommendations that tie customer online behavior to business objectives.
Package, share and present analytical findings in an articulate and nimble way to simplify complex concepts to small and large business groups.
Build a roadmap to express digital analytics insights evolution and top priorities.
Continuously educate digital analytics end-users and implement appropriate data, tools and processes to enable them for easy, quick and accurate self-serve reporting.
Develop a Digital Analytics Insights program to define guidelines and standards through all our lines of business and functional teams.
Seek customer quantitative and qualitative data, and oversee tracking and integration effort to acquire that data, to paint consolidated and holistic views of our customers.
Does this Sound like you?
Bachelor degree in Marketing, Business, Computer Science or similar fields, with a quantitative focus (bonus for advanced degrees).
8+ years of experience in digital analytics/marketing, with minimum of 4 years of experience leading a team of analysts in the Digital space (bonus for eCommerce).
Solid experience building digital analytics dashboards out of Adobe Analytics (Omniture) and Google Analytics 360 data.
Extensive knowledge of data visualization tools and techniques (Tableau, PowerBI, Looker, etc.).
Demonstrated track record of successful analysis of online customer behavior.
Product, Marketing and Retail background is a bonus.
Powerful business acumen, with ability to put data in the context of a customer problem and know where to look when exposed to large amounts of data.
Comfortable working alongside various functional teams (Business, Product, Tech, etc.), across various lines of business.
Supportive, with a great “enabler” mindset that thrive on the success of partner teams.
Self-starter, with the ability to proactively make relevant recommendations to the business.
How you’ll succeed
At Loblaw Digital, we seek great people to continually strengthen our culture. We believe great people model our values, are authentic, build trust and make connections. We’re able to keep innovating because our colleagues are passionate about their work and excited about the future of eCommerce. You will get to work with some of the best digital minds and will have the support of world class technologies to craft products our customers will love!

Loblaw Digital recognizes Canada's diversity as a source of national pride and strength. We have made it a priority to reflect our nation’s evolving diversity in the products we sell, the people we hire, and the culture we create in our organization. Accommodation is available upon request for applicants with disabilities in the recruitment and assessment process and when hired. In addition, we believe that compliance with laws is about doing the right thing. Upholding the law is part of our Code of Conduct – it reinforces what our customers and stakeholders expect of us."
Data Analytics Account Manager,"Montréal, QC",Maya Heat Transfer Technologies,None,Organic,"What to expect as the main responsibilities:
Prospect for new clients, generate leads and identify sales prospects
Grow the territory and developing customer relationships
Demonstrate the company’s added-value through presentations, proposals and quotes uniquely positioned to customer needs
Contribute to business development initiatives such as seminars, trade shows, and training sessions as required
You will be successful in this role if you:
Have proven track record of value selling of services and/or software solutions to engineering groups
Are entrepreneurial, self-motivated and able to work autonomously with minimal assistance
Have outstanding communication and presentation skills, both verbal and written
Have a hunter/ challenger characteristic sales type
Have a strong technical and sales background with a passion for hi-tech products and cutting edge solutions
Have the necessary skills to negotiate with peers and costumers
Have an excellent network related to data analytics services and products
Sales experience focused on Predictive Analytics / Data Science / AI would be advantageous.
Are available to travel, mainly within United States, when the situation allows it.
Minimum requirements
Bachelor’s Degree required. Engineering or Business preferred
At least 3+ years of full-time Sales experience of software-related products and services.
Experience in selling SaaS or other software solutions into industrial sector related accounts is an asset
Familiarity with MS Office tools and CRM required
Why join Maya?
Permanent position, competitive base salary, bonuses and annual performance reviews
Fully paid by the employer medical, dental, life, short/long term disabilities insurance
Office accessible via public transit, 4 minutes’ walk from Vendome metro & train station
Flexible work from home options available
This is a unique opportunity to become a key member of a successful team of a high-energy and dynamic company that is a recognized industry leader"
"Manager, Digital Analytics Implementation","Toronto, ON",Loblaw Digital,None,Organic,"At Loblaw Digital, we know that our customers expect the best from us. Whether that means building the best, most innovative online shopping experience, or designing an app that will impact the lives of people across the country, we’re up for the challenge. From our office in Downtown Toronto, we’ve created leading eCommerce experiences in the online grocery shopping, beauty, pharmacy, and apparel spaces, and we’re only just getting started.
As the Manager, Digital Analytics Implementation, your role is to maintain and advance our measurement capabilities to help Loblaw Digital be a leading data-driven organization. You will be responsible for the measurement of customer behavior on and across all the digital experiences we build in order to empower our businesses with valuable insights that help them make better, more informed decisions.
What you’ll do
Define measurement strategies for multiple lines of business to measure, understand, and optimize online customer experiences
Partner with business leads at Loblaw Digital (Product, Marketing, Trading, etc.) and other Loblaw business units (Loblaw, Joe Fresh, Shoppers Drug Mart, PC Optimum, etc.) to design and execute end-to-end digital analytics implementations, including requirements, implementation, QA, and reporting
Architect digital analytics solutions through a standard, universal lens across all lines of business, with additional focus on reliability, scalability, performance and compliance.
Be driven by the integrity of analytics data collection, ensuring our business can be guided by quality data and insights
Write documentation for business users, marketers, and web/mobile developers that details the digital analytics solution from both a business and technical perspective
Use Javascript, Swift, or Java to write tech specs, code samples, and build digital analytics solutions for web or mobile
Be the subject matter expert for elaborate digital analytics solutions for web, mobile, voice applications tagging (data layer, JavaScript libraries, SDKs, tag management systems, etc.) and tracking (clickstream analytics, usability analytics, content analytics, DMP, media pixels, etc.)
Define measurement strategies for multiple lines of business to enable functional business teams and the enterprise as a whole, to measure, understand and optimize online customer experiences
Follow the roadmap for digital analytics implementation work to align all stakeholders with the business' top priorities and expected outcomes, assess progress and recalibrate when required
Advocate for the customer by placing them at the forefront of all decision-making and design processes
Participate in and support an environment that values diversity of thought, leaves room to make mistakes and learn, and thrives on the success of the larger team
Does this sound like you?
3-5 years of experience implementing digital analytics tracking solutions for web and/or mobile experienced (bonus for ecommerce applications)
3-5 years as a power user or administrator for Adobe Analytics or Google Analytics
2+ years defining data layer requirements and structure
2+ years of experience as a power user of a tag management system (Adobe Launch, Adobe DTM, Google Tag Manager, Ensighten, Tealium, etc.)
Solid experience enabling digital analytics tools, such as Adobe Analytics (fka Omniture) and Google Analytics 360, and other marketing technologies such as Adobe Audience Manager, Adobe Target, conversion pixels, etc.
Experience with digital analytics QA tools such as Charles, Omnibug, Fiddler, ObservePoint, etc.
Knowledge of digital analytics industry trends: tracking libraries and SDKs, cookies, data layer, tag management systems, report suite configuration, etc.
Comfort with technical documentation and independently developing innovative, untested solutions
Comfort and exposure to working with Javascript, in XCode, or in Android Studio
Comfort working alongside various functional teams (business, product, tech, etc.), across various lines of business
Supportive-the success of partner teams is our success
Self-starter with the ability to work independently
Product Management, Web Development or Tech background is a bonus
SQL experience a bonus
At Loblaw Digital, we seek great people to continually strengthen our culture. We believe great people model our values, are authentic, build trust and make connections. We’re able to keep innovating because our colleagues are passionate about their work and excited about the future of eCommerce. You will get to work with some of the best digital minds and will have the support of world class technologies to craft products our customers will love!

Loblaw Digital recognizes Canada's diversity as a source of national pride and strength. We have made it a priority to reflect our nation’s evolving diversity in the products we sell, the people we hire, and the culture we create in our organization. Accommodation is available upon request for applicants with disabilities in the recruitment and assessment process and when hired.
In addition, we believe that compliance with laws is about doing the right thing. Upholding the law is part of our Code of Conduct – it reinforces what our customers and stakeholders expect of us."
"Senior Manager, E-Commerce Merchandising Analytics & Process","Toronto, ON",Loblaw Digital,None,Organic,"At Loblaw Digital, we know that our customers expect the best from us. Whether that means building the best, most innovative online shopping experience, or designing an app that will impact the lives of people across the country, we’re up for the challenge. From our office in Downtown Toronto, we’ve created leading eCommerce experiences in the online grocery shopping, beauty, pharmacy, and apparel spaces, and we’re only just getting started.

The impact you’ll make
As the Senior Manager, E-Commerce Merchandising Analytics & Process for our Online Grocery Team you will be accountable for building and providing analytics insights and processes to drive profitable sales and superior customer experiences. Working cross-functionally within Loblaw Digital and the Loblaw enterprise, you will roll your sleeves up to build relationships while uncovering opportunities to deliver superior analytics insights and process improvements.

Role Mandate:
The Senior Manager, E-Commerce Merchandising Analytics & Process will be accountable for developing analytics solutions to maximize sales, margin and AOV with a focus on category management and merchandising in the online space. The role will be responsible for identifying and driving through to execution, enhancements to processes which will optimize the customer experience all while spearheading Merchandising analytics, including the development, analysis and forecasting of margin and AOV.
The role will be responsible for managing and developing a team including one Business Analytics Manager and one Merchandising Analyst while working collaboratively with the Merchandising, Growth, Product and Data Science teams. The role requires an individual who is a forward thinker in the online grocery space and who is continuously looking for ways to implement advanced analytical tools and process improvements to improve customer and P&L results. A track record for maintaining high standards for the team and creating a great culture to want to improve results is paramount. The role will also be accountable for driving solution development and overseeing the management and trouble-shooting of product content with our internal and external partners.
The successful candidate will be willing to work in an entrepreneurial environment, and is comfortable working independently within a highly collaborative work team. This position is based at eCommerce Team’s downtown Toronto offices and will report to the Director Digital Merchandising & Vendor Programs.
What you'll do
Analytics
Working with Online Merchandising team to manage the forecasting and reporting of Sales, Margin, AOV and Category Penetration on a weekly, periodic, quarterly and annual basis.
Build and provide analysis on a suite of reports enabling the Merchandising team to drive greater sales, profitability, increased AOV and Items per Basket.
Support ongoing ad hoc reporting and work with Merchandising team to review and develop opportunities for greater analysis.
Present forecasting and results to the online grocery leadership team and advise of any necessary tradeoffs
Process
Identify opportunities and work through improvements to merchandising and content processes designed to improve the customer experience and team efficiency.
Challenge the status quo and actively search for opportunities to enable a more agile team.
Does this sound like you?
7+ Years of experience in a similar capacity
Post-secondary education in a bachelors or master’s degree in a quantitative field like economics/finance/engineering/math
Leader with ability to negotiate and influence both internal and external stakeholders
Comfortable dealing with ambiguity. High degree of proactive “hands-on” critical thinking, mobilizing actions, seeing through to execution and beyond.
Ability to self-organize multiple tasks well and to complete them on time with a clear focus on quantitative results is required
Must have strong analytical skills to work on complex business issues with minimum supervision.
Strong analytical background
Experience in managing and developing a team
Must have advanced skills in SQL, Excel & Tableau.
Experience in MS Excel, MS Access, PowerPoint or other analytical tools required
Proficient in SAS, R, SQL or other relevant statistical modeling tools/languages.
Experience with R/Python and Big Query
Previous experience in category management, retail, merchandise planning, and analytics
Demonstrated experience on project management
Exceptional communication skills
Detail oriented and strong time management skills
Able to effectively communicate findings from complex analyses to senior leadership.
How you’ll succeed
At Loblaw Digital, we seek great people to continually strengthen our culture. We believe great people model our values, are authentic, build trust and make connections. We’re able to keep innovating because our colleagues are passionate about their work and excited about the future of eCommerce. You will get to work with some of the best digital minds and will have the support of world class technologies to craft products our customers will love!

Loblaw Digital recognizes Canada's diversity as a source of national pride and strength. We have made it a priority to reflect our nation’s evolving diversity in the products we sell, the people we hire, and the culture we create in our organization. Accommodation is available upon request for applicants with disabilities in the recruitment and assessment process and when hired. In addition, we believe that compliance with laws is about doing the right thing. Upholding the law is part of our Code of Conduct – it reinforces what our customers and stakeholders expect of us."
Senior Software Development Manager – Big Data / Analytics /...,Ontario,IQVIA,None,Organic,"Senior Software Development Manager – Big Data / Analytics / Cloud
Headquartered downtown in the heart of the National Capital region, Privacy Analytics is a one-of-a-kind health data analytics company. Privacy Analytics is a world leader setting the bar of data de‐identification, and we have translated this patented research into an amazing offering of products and services that enables researchers around the world to access and analyze healthcare data while ensuring that individuals’ identities are protected.
Even though our customers include 7 of the top 10 Fortune 500 healthcare organizations, we’ve remained loyal to the entrepreneurial and innovate spirit that drove the founding of the company and continues to permeate our office and culture. And, with our parent company IQVIA, the world leader in human data science, we’re getting the extra clout to further our leadership position in the data privacy space.
Our Java- and Scala-based flagship product sits on the cutting edge of technology and is a scalable, distributed enterprise engine built on Apache Spark that processes terabytes of data to conduct both mathematical calculations and data transformations. The work we do spans the entire spectrum of enterprise feature development, data analytics at scale, UI design and development, statistical modelling, and algorithm design all the way down to low-level algorithmic optimizations. We tackle technical problems that will engage and challenge the brightest minds, and we have very big ambitions ahead of us for which we’re expanding our team.
The role:
Our Engineering team is growing fast, and with this growth comes opportunity for a strong engineering manger to join and lead some of the best people in an engaging, friendly and fun environment.
In this role you will:
Hire, manage, motivate, grow, and retain some of the best talent in the industry
Lead an Eng. development team in an Agile environment
Help define and shape the product roadmap for existing and new products, in collaboration with Product Management
Plan and execute flawlessly on product roadmaps, delivering high quality on time
Collaborate with Product Management to launch new external-facing products
Collaborate with Professional Services to deliver to internal and external stakeholders
Our ideal candidate has:
8+ years in the SW Engineering industry
3+ years managing diverse, cross-functional, high-performance teams (10+ people)
Strong problem-solving skill and can do attitude, laser-focused on client success
Deep and broad experience in Enterprise/Server technologies and cloud
A practical, team-oriented approach
Strong communication skills, capable of modulating messages to various audiences and stakeholders
A degree in Computer Science or Software Engineering, or a closely related educational background;
The following are considered strong assets:
A solid foundation in statistics/analytics/data mining
Exposure to data processing technology at scale: Apache Spark, Databricks API, Hadoop MapReduce, Kafka, etc.
Exposure to cloud technologies: Docker, Kubernetes, Mesos, AWS/Azure, etc.
Exposure to one or more scalable storage / database technologies: Apache Hadoop ecosystem (HBase, Hive, HDFS), Amazon S3 / Redshift, Cassandra, etc.
Experience in functional programming (ideally Scala)
We thank all applicants for their interest; however, only those selected for an interview will be contacted. Unfortunately, we do not accept phone calls.
Privacy Analytics is an equal opportunity employer and accommodates people with disabilities throughout the recruitment and selection process.
At IQVIA, we believe in pushing the boundaries of human science and data science to make the biggest impact possible – to help our customers create a healthier world. The advanced analytics, technology solutions and contract research services we provide to the life sciences industry are made possible by our 67,000+ employees around the world who apply their insight, curiosity and intellectual courage every step of the way. Learn more at jobs.iqvia.com."
Senior Manager Advanced Analytics,"Montréal, QC",Canadian National Railway,None,Organic,"Job Summary
The Manager Sr. Advanced Analytics manages a multidisciplinary team of highly skilled data scientists and product managers. The main responsibilities include driving the implementation and alignment of analytics practices and processes in support of key business objectives, creating the strategy, vision, and direction of their team, improving capabilities, processes, tools, and setting the best practices. The Sr Manager will also work with business units to align technology strategy and business priorities, using advanced analytics methodologies, solutions and tools to help optimize business performance by extracting meaningful value from data.
The role or Manager Sr., Analytics is expected to contribute to the greater vision within the Strategy, Data Engineering and Architecture group at CN, while collaborating and influencing management and executives from Business and other IT departments.
Main Responsibilities
Delivery and Operation
Drive the team to enable efficient delivery of analytics framework suitable to CN goals.
Collaborate with Architecture, Portfolio management and Delivery practices in delivering on business commitments.
Implement quicker data processing methods and integrate complex business logic compatible with daily or real-time/streaming frameworks.
Develop KPI`s and improvement measures and continuously drive improvements.
Establish governance and efficient communication with all groups involved with the analytics.
Drive projects with strong leadership and communication skills.
Able to plan and manage complex deliverables in a dynamic and matrix organization.
Ensure broad strategies are translated into clear and practical objectives, metrics and action plans and assigns significant responsibility to others based on their capability all while supporting them in these new capacities to ensure success.
Analytics Strategy
Collaborate with SDEA leadership to define enterprise data analytics vision and development strategy
Establish and drive a practice based team adhering to industry standards
Stay current, research, benchmark, analyse, report on, and make recommendation for the improvement and growth of the analytic practice
Adopt enterprise analytic roadmap to market trends to facilitate value capture.
Maintain productive and effective relationships with key partners & vendors; so as to ensure streamlined contract management, as well as alignment of services offered vs CN requirements
Maintain advanced awareness of industry trends and vendor roadmaps; so as to ensure directional alignment with projected CN IT roadmap.
Leading Others
Manage, mentor, motivate, & set expectations for teams of highly technical individuals that build analytics framework and practice at CN.
Lead and provide programs support for change management and adoption of the standards, and best practices related to data analytics.
Cultivate a continuous improvement environment that fosters the development of supplementary skillsets and abilities; to fuel staff career growth, and upcoming organizational requirements
Support employee development by having regular career conversations with all employees (documented and tracked) and supporting them in reaching their career goals
Ensure knowledge is preserved through cross-training for key skill sets in the team (knowledge transfer)
Establish a sense of ownership entrusts others to deliver on the mandate and holds individuals/teams accountable to do so.
Working Conditions
Ability to work from home up to 75%.
Requirements
Experience
Minimum 15-20 years of overall work experience.
Experience in deploying data analytical frameworks.
Experience and understanding of advanced analytics methods and technologies.
Education/Certification/Designation
Bachelor's degree in Computer Science, Computer Engineering or Mathematics.
General Skills and Competencies
Excellent verbal, written, and technical communication skills are required to interact with individuals at several levels
Strong ability to manage technical teams with diverse skillsets; including personnel engagement and development
Solid capability to develop and lead strategic direction in line with company vision
Strong aptitude for efficient and effective problem solving
Experience giving executive presentations
Excellent estimating and planning skills
Able to influence others to adopt an alternate point of view, uses good judgement and demonstrates the courage to make the tough decisions. Shows determination when overcoming major obstacles or set-backs
Excellent communicator who regularly communicates important information through the appropriate means and to those concerned. Is open-minded and listens to others perspectives. Fosters two-way communication and respects the needs of others.
CN is an employment equity employer and we encourage all qualified candidates to apply. We thank all applicants for their interest, however, only candidates under consideration will be contacted. Please monitor your email on a regular basis, as communication is primarily made through email."
"Product Manager, Fixed Income AI Analytics","Toronto, ON",Overbond,None,Organic,"About us

We’re a leading financial technology company in the institutional debt capital markets - the largest capital market globally and the lifeline of finance world - that is laser focused on transforming how global investment banks, institutional investors, corporations and governments can better execute transactions, price discover and engage with each other. Overbond is first-of-its-kind cloud-based platform for AI capital markets analytics. Our team consists of individuals with deep expertise, from both a technical and industry perspective, that are truly motivated by the fact that we are making a significant impact on how global capital markets operate. We value sharp minds, integrity, high performance, collaboration, and purpose. Our mindset is to innovate and challenge convention. At Overbond, we believe that change is the only constant and that problems are opportunities in disguise.

The Opportunity

This exciting role is available as part of the Overbond team expansion. The position is a unique opportunity to support the company’s vision in developing and delivering projects on several strategic initiatives by impacting tactical decision-making across all functional areas. Key responsibilities will be helping to establish the direction, coordination, implementation and tracking/reporting of multiple key projects delivery, while remaining aligned with strategy, commitments and goals of the organization. The ideal candidate combines outstanding project management acumen, process development and communication skills. You will use internal and external resources to plan and create project plans to make recommendations and help drive business decisions. You will collaborate and influence senior leadership and a variety of other stakeholders and will have a passion for analytics and process development. You will collaborate with our Product, Technology, Marketing, and Sales teams to ensure that our customers are successful and enthusiastically using our AI analytics stemming from R&D Labs while identifying opportunities or pain points along the way. This is a fantastic opportunity to take initiative and produce tangible results!
What You’ll Do
Manager product design priorities
Drive definition of strategy and success metrics for our AI products and be accountable for the full product lifecycle
Monitor for competitive market needs and changes as they pertain to product feature improvements
Define and manage Jira instances and engineering group priorities
Design and guide development of frontend specifications (using UI/UX best practices)
Lead data integration and data assembly relationships with external vendors
Define and mange R&D Lab priorities
Bridge the communication channel and understanding between engineering, data science and sales and marketing groups
Help communicate product descriptions, features importance and other marketing related communications
Develop and maintain product roadmap and strategy
Documenting clear functional specifications (including SLAs) for each phase of product development
What You'll Need
Minimum of bachelor’s degree or equivalent in Computer Science, Finance, Engineering, Data Science or Business Administration
Minimum 4 years’ experience in Product management role
Ability to juggle multiple priorities and effectively deliver in a fast-paced, dynamic environment
A willingness to help and share knowledge with other team members
Excellent written and oral communication skills
Ability to communicate the logic, reason, and priority of each project/ product development
Familiarity with AI Analytics, Big Data and Capital Markets
Naturally curious with a strong determination to work around obstacles and attention to detail
Strategic thinking and an ability to effectively identify opportunities for growth in new businesses and markets
What We Offer
The challenge and opportunity of joining a small but rapidly growing team
Opportunity to work on a real product with very demanding paying customers
Ability to contribute in all stages of product development
Successful candidate(s) will have a truly exciting opportunity to be part of the industry leading fintech company changing the way how global investment banks, institutional investors, corporations and governments access capital markets. The candidate will work with top notch industry professionals and will be given ample amount of opportunities to learn and grow."
Product Manager (data & analytics),"Toronto, ON",AcceptLocal Online,None,Organic,"Our Client, is an award winning Canadian software SaaS, multi-tenant e-commerce leader is seeking for the Product Manager (Data & Analytics) into their team of some 100.

The ideal candidate would have PhD or Masters in analytics, mathematics or statistics and expected to have an experience in analysing and drawing insights from a large data sets.

One of the responsibilities for the Product Manager position will be to design and build new product and services, that leverage data created by Company’s platform. The selected candidate will be collaborating closely with Data Scientists, Product Manager and the dev teams .

Working in downtown of Toronto, you will be having flexible hours, bonus RRSP and other benefits.

Please send to us your CV by email or via form, should you are interested in this position."
"Manager, Sales Operations & Analytics","Toronto, ON",Clio,None,Organic,"We are currently seeking a Sales Operations Manager to join our Business Operations team in Toronto or Vancouver.
The team
Our BizOps team, led by our Chief Operations Officer, is responsible for providing data insights on all aspects of our business practices. They use data to identify opportunities for process improvement and challenge us to a different thinking level. In 2017, this team was recognized as Team of the Year by BC Tech Association at the Technology Impact Awards.
Who you are:
We're looking for a talented and experienced Sales Operation leader that is passionate about accelerating our sales team with the tools, data, skills and processes they need to do their best work. Reporting to the Senior Director of Revenue Operations and working closely with our SVP of Sales, broader sales leadership team and an array of stakeholders from across the business, you will lead the charge when it comes to business process innovation, systems design, and enablement for our revenue-generating teams (Sales, Marketing and Customer Success).
What you'll be doing
Deeply analysing our data to make recommendations on how to optimize our revenue performance while reducing our cost of sales;
Providing reports, dashboards and other intelligence essential to the sales organization using our BI tool (Looker) and Salesforce.com;
Managing, mentoring and developing Clio's Sales Operations team;
Building trust with stakeholders using curiosity and empathy;
Acting as a dedicated partner to our SVP sales and the broader sales and account management leadership team;
Managing a Sales Operations roadmap and business requirements to enable our strategic plan;
Accelerating our performance and revenue growth by enabling our sales team with insights, planning, forecasting and strategic input on a proactive basis;
Assisting with attainment planning including sales incentive analysis, segmentation strategy and goal-setting;
Ensuring a high level of data quality;
Contributing to a data-driven culture by supporting discussions with data and disseminating best practices;
Providing tactical support to partner teams, including training, tools help and operational reporting;
Acting as a key accelerator to growth by helping teams operate smarter, faster and more effectively.
You should have:
Undergraduate or graduate education in business, stats, economics or a relevant discipline;
4+ years experience as a sales operations leader, preferably in a high-growth technology or SaaS environment;
Extensive experience with Business Intelligence tools, such as Looker
Extensive experience with Salesforce.com and other inside sales technologies and productivity tools;
Deep understanding of leading and developing Sales Ops team models and functions, including salesforce management & performance, analytics, forecasting, incentives and attainment planning;
Strong leader with a natural eye for spotting and developing talent;
Deeply data-driven, naturally curious, and passionate about building data-driven organizations;
Ability to negotiate priorities and set expectations with senior-level stakeholders;
A deep analytical thinker and problem solver;
Strong focus on strategic thinking and analytical problem solving;
Meticulously organized and task-driven;
Strong interpersonal skills, excellent written and verbal communicator;
Self-motivated, independent, and deadline-oriented.
About Clio
At Clio, we're more than just a tech company. We're transforming the practice of law in a permanent and meaningful way that's bettering the lives of legal professionals while increasing access to justice for all. We are high achievers who are setting new standards for what it means to be a tech company. In the past three years, we've launched a new interface and experience of our software, acquired our first company, launched a second product, secured the largest Series D in Canadian history at the time, and launched a $1 million dollar relief fund to help legal professionals navigate the challenges of COVID-19 (just to name a few).

We are dedicated to creating diverse teams and inclusive workplaces. We know that different perspectives, skills, backgrounds, and experiences result in higher-performing teams and innovation. We believe you do your best work when you can show up as your authentic self—and that's a key part of our culture. At Clio, you have the chance to not only do the best work of your career but work that is putting Canada on the global stage. We know our technology changes lives and we're committed to making an impact. If that's something that speaks to you—you belong here, too. Join us.

Learn more about our culture and benefits at clio.com/careers"
"Senior Manager, Marketing Acquisitions and Analytics","Toronto, ON",Equitable Bank,None,Organic,"Canada's Challenger Bank™
If you're looking for a workplace where employees are passionate about their work environment, then read on. What sets Equitable Bank apart from other companies is its culture. We celebrate and embrace the fabric of diversity, the employee engagement process and collectively take pride in our business successes. Our commitment to our customers, our partners and our employees creates a stimulating and exciting atmosphere that generates innovative products and outstanding service quality.

Equitable Bank is Canada's ninth largest independent Schedule I bank, serving Canadians coast to coast. It offers a diverse suite of residential lending, commercial lending and savings solutions, including high-interest savings products and GICs. Through its proven branchless approach and customer service focus, Equitable Bank has grown to approximately $33 billion in assets under management. In 2016, Equitable Bank launched a digital banking operation, EQ Bank, and introduced the EQ Bank Savings Plus Account. Equitable Bank currently employs over 750 employees across the country.

Within Equitable Bank's Core Lending business, Single Family Lending Services funds mortgages for owner-occupied and investment properties across Canada, while Commercial Lending Services provides mortgages on a variety of commercial properties on a national basis.Equitable's Securitization Financing business originates and securitizes insured residential mortgages under the Canada Mortgage and Housing (""CMHC"") administered National Housing Act.Equitable Bank also offers a range of deposit products including short-term, long-term and Cashable GICs, available in non-registered or Tax Free Savings Account (""TFSA"") across Canada. And it offers a High Interest Savings Account, available from authorized investment advisors through the FundServ network.

Equitable Bank is a growing Canadian financial services business and a wholly owned subsidiary of Equitable Group. It was founded in 1970 as The Equitable Trust Company.

Job Title: Senior Manager, Marketing Acquisitions & Analytics
Department: Marketing
Reports To: VP, Marketing

Purpose of Job

Reporting to the VP Marketing, the Senior Manager, Marketing Acquisition & Analytics is primarily responsible for building consumer brand awareness and driving product acquisition, leveraging all available resources, and analytics. The role will manage and oversee an extremely creative, engaging, and performance-driven consumer marketing program for the Digital Banking business unit.

Main Activities:
Manage the overall digital banking consumer awareness and acquisition program, across all media, working with various stakeholders such as agency partners, legal, channel management, operations, finance, etc.
Oversee, track and implement the substantial digital banking marketing budget (and associated projects) flawlessly
Elevate the brand and product offerings across all consumer touch points and work closely with the Analytics/Optimization lead to lower overall cost per acquisition
Working closely with the Digital Banking Senior Management team, plan and roll out engaging marketing tactics across a diverse traditional and non-traditional media mix that achieves awareness and acquisition targets
Understand and collaborate on analytics implementation in order to constantly optimize program performance
Build and execute innovative marketing strategies that will grow the overall client base over both the short and long term
Lead customer acquisition strategies that connect with the consumer and are scalable
Build and develop key partnerships and other alternative/non-traditional tactics that will support brand product adoption and customer referrals
Keep up-to-date with marketing communications and e-commerce trends that can be shared with the team and help inspire creative/alternative solutions
Knowledge/Skill Requirements:
University education in Marketing, Commerce, Business or related experience.
7+ years of experience in a client-side or leading agency environment, developing brand strategies, planning and implementing class-leading integrated consumer marketing and acquisition programs that ultimately drive sales for the organization
Strong knowledge and experience with tracking and quantifying marketing performance across all consumer touch points
Deep experience building great brands, and developing acquisition/loyalty programs across various channels and media
A leader who enjoys collaborating with others to develop new creative ideas, execute and operationalize these ideas flawlessly
Excellent time management, vendor management and organizational skills
Strives under pressure and enjoys working towards ambitious targets
Strong attention to detail and never satisfied with the average
Good understanding of consumer journey, usability and conversion optimization across all marketing channels
Strong experience managing marketing campaigns from strategy to post-launch
Experience in brand management would be an asset
Equitable Bank is an equal opportunity employer and encourages applications from all qualified candidates. Accommodations are available on request for candidates taking part in all aspects of the selection process. All candidates considered for hire must successfully pass a criminal background check and credit check to qualify for hire. While we appreciate your interest in applying, an Equitable recruiter will only contact leading candidates whose skills and qualifications closely match the requirements of the position."
"Manager, IFRS 9 Analytics","Toronto, ON",Lussier Executive Search,None,Organic,"The Role:
Based in Toronto, Canada. You must be legally entitled to work in Canada prior to submitting an application to this job posting.
Actively participate in the design and implementation of the IFRS-9 end-to-end processes with a focus on risk.
Collaborate with key stakeholders in the IFRS-9 project, including Finance, Project Management, Model Validation, Risk Management, Modelling, Business Intelligence and Internal Audit.
Support the development of data infrastructure required for IFRS-9 and Economic Capital production.
Build IFRS-9 and Economic Capital models that meet both internal and regulatory requirements.
Develop code in SAS for ECL and Economic Capital calculations, analysis and reporting.
Contribute to A-IRB development and implementation program in line with emerging regulatory expectations."
