Title,Location,Company,Salary,Sponsored,Description
Data Scientist - Clinical Data Analysis,"Toronto, ON",BioSymetrics Inc.,None,Organic,"Data Scientist – Clinical Data Analysis
At BioSymetrics, our mission is to develop leading Machine Learning technology to serve customers and corporate partners in healthcare, life sciences, biopharmaceutical, diagnostics, and precision medicine industries. Our team, which has grown steadily since our founding in 2016, is based in New York, Boston, and Toronto. Our solutions and services are focused on the analytics of complex biomedical data, and the development of platform technologies for advanced, large-scale predictive analytics.
Our company is made up of talented people who believe in teamwork and making a difference. Since our founding, we have developed and launched our ContingentAI framework, which is a machine learning and predictive modeling platform for massive and complex data in biomedicine. We have deployed this technology with clients in healthcare, pharmaceutical, and biotechnology sectors.
Opportunity: We are seeking a Data Scientist to join our team, focusing specifically on prediction of patient outcomes using electronic medical record (EMR) data. The team is located in Toronto but is currently working remotely, applicants based both in the US and Canada will be considered.
Required Qualifications and Skills
Expert familiarity with handling EMR data and related laboratory tests and clinical notes (PhD level preferred)
Advanced skills in constructing time-based or outcome prediction models for patients
Advanced knowledge of tools, concepts, and methodologies of analytics and machine learning
Advanced skills in Python
Experience in dealing with high dimensional data (e.g. data fusion, feature transformation, feature selection)
Experience with software development lifecycle tools and approaches (e.g. version control, automated testing, pull request submission and review, Agile methodologies).
Proven collaborative skills in a diverse team environment
Strong written and verbal communication skills
Excellent time management, organizational, problem-solving, and analytic skills
We invite you to join us in building our company, and team. We offer great perks and benefits for our staff, including:
Competitive base salary and stock options
Engaging and productive team culture
Focused, collegial, hard-working and talented co-workers
Expected start date: 2020-12-01
Job Types: Full-time, Permanent
Benefits:
Paid time off
Stock options
Work from home
Schedule:
Monday to Friday
Experience:
Clinical Data Analysis: 5 years (Preferred)
Machine Learning: 2 years (Preferred)
Python: 2 years (Preferred)
Work remotely:
Yes"
Senior Data Scientist,"Calgary, AB",Provision Analytics,None,Organic,"Provision is currently recruiting for a Senior Data Scientist. The candidate will analyze, design, and implement organization-wide AI Ops solutions. To be successful at this role, the candidate must be a creative, collaborative, and computationally strong person, capable of managing multiple responsibilities, at a detailed level.
We are located in Inglewood, 3 blocks from Rosso Coffee in an open concept brick loft. Our company is driven by client success, with an all hands-on deck approach to delivering quality solutions in a no-ego environment.
Responsibilities:
Working with data analysts, product managers, and software engineers to develop and support the software for new Machine Learning products.
Work on challenging and research-based initiatives using advanced machine learning methods focusing on tangible outcomes
Develop, analyze and improve new and existing algorithms by increasing efficiency, profiling, memory locality.
Explore and research new methods for future product development
Distill insights from complex data and/or data product results; communicate findings clearly to both technical and non-technical audiences
Be a key component in creating a product that is ensured to be the future of our marketplace.
Requirements:
Masters or PhD. in Computer Science, Statistics, or relevant fields.
3+ years hands-on industry work experience designing and building large-scale data using Python for machine learning pipelines that are well-designed, cleanly coded, well-documented, operationally stable, and timely delivered.
Familiar with Computer Vison/ NLP/ Time Series algorithms
Expert in write production-ready codes. Strong data profiling, cleaning, mining and technical documentation skills
Solid background in machine learning frameworks like TensorFlow, PyTorch, Scikit Learn, etc
Excellent communication skills and ability to describe and present complex technical concepts in clear language.
Enjoy working in a self-organizing team environment
Excellent analytical and conceptual skills
Fast learner, high capacity for abstract thinking and structured approach to work.
The will to learn new things and bring in new ideas to fruition
Optional Competencies:
2+ years of work experience in deployment and scaling of Machine Learning and Deep Learning algorithms.
Experience with model lifecycle management, testable code and shipping code into production
Experience with big data technologies –Apache Spark, Hadoop ecosystem
Familiar with container-type environment: Docker, Kubernetes, Openshift
About Us:
Provision Analytics is an innovative company driving change in the world’s most important industry, food. We have a dedicated focus on Digital Food Safety, Traceability and Analytics within the food value chain. Our goal is to provide a single, unified location for aggregate food supply chain information. The solution minimizes the overhead of regulatory compliance through digital data capture, workflow management, and production reporting; this immediate focus allows for growing analytical capability through the application of machine learning and artificial intelligence. Provision Analytics aims to work in conjunction with industry partners to provide a cohesive and collaborative approach to creating transparency in the food value chain, while generating incentive and upside for everyone.
Job Types: Full-time, Permanent
Benefits:
Casual dress
Company events
Dental care
Discounted or free food
Flexible schedule
On-site parking
Vision care
Work from home
Schedule:
Monday to Friday
COVID-19 considerations:
We actually built a commercial application to help companies monitor symptoms of employees... so we're pretty serious. In the meantime, the majority of our team works from home, with in-office exposure rarely required.
Experience:
Industry experience designing and building large scale data: 3 years (Required)
Education:
Master's Degree (Required)"
Data Scientist - Machine Learning,"Toronto, ON",BioSymetrics Inc.,None,Organic,"Data Scientist – Machine Learning
At BioSymetrics, our mission is to develop leading Machine Learning technology to serve customers and corporate partners in healthcare, life sciences, biopharmaceutical, diagnostics, and precision medicine industries. Our team, which has grown steadily since our founding in 2016, is based in New York, Boston, and Toronto. Our solutions and services are focused on the analytics of complex biomedical data, and the development of platform technologies for advanced, large-scale predictive analytics.
Our company is made up of talented people who believe in teamwork and making a difference. Since our founding, we have developed and launched our ContingentAI framework, which is a machine learning and predictive modeling platform for massive and complex data in biomedicine. We have deployed this technology with clients in healthcare, pharmaceutical, and biotechnology sectors.
Opportunity: We are seeking a Data Scientist to join our team, focusing specifically on prediction of patient outcomes using electronic medical record (EMR) data. The team is located in Toronto but is currently working remotely, applicants based both in the US and Canada will be considered.
Required Qualifications and Skills
Expert familiarity with the construction of machine learning models, specifically neural networks (PhD level preferred)
Advanced skills in constructing time-based or outcome prediction models
Advanced skills in Python
Experience in dealing with high dimensional data (e.g. data fusion, feature transformation, feature selection)
Experience with software development lifecycle tools and approaches (e.g. version control, automated testing, pull request submission and review, Agile methodologies).
Proven collaborative skills in a diverse team environment
Strong written and verbal communication skills
Excellent time management, organizational, problem-solving, and analytic skills
We invite you to join us in building our company, and team. We offer great perks and benefits for our staff, including:
Competitive base salary and stock options
Engaging and productive team culture
Focused, collegial, hard-working and talented co-workers
Expected start date: 2020-12-01
Job Types: Full-time, Permanent
Benefits:
Paid time off
Stock options
Work from home
Schedule:
Monday to Friday
Experience:
Machine Learning: 5 years (Required)
Education:
Doctoral Degree (Preferred)
Work remotely:
Yes"
Data Scientist,"Toronto, ON",Wish,None,Organic,"Company Description
Wish is a mobile e-commerce platform that flips traditional shopping on its head. We connect hundreds of millions of people with the widest selection of delightful, surprising, and—most importantly—affordable products delivered directly to their doors. Each day on Wish, millions of customers in more than 160 countries around the world discover new products. For our over 1 million merchant partners, anyone with a good idea and a mobile phone can instantly tap into a global market.
We're fueled by creating unique products and experiences that give people access to a new type of commerce, where all are welcome. If you’ve been searching for a supportive environment to chase your curiosity and use data to investigate the questions that matter most to you, this is the place.

Job Description
We are looking for a Data Scientist who will work cross-functionally with technical and non-technical teams to take on a variety of tasks including but not limited to mining data, building models, building dashboards, and conducting detailed analysis.The ideal candidate should be passionate about Wish and e-commerce, has a strong analytical and consultative mindset, deep understanding of databases, visualization, and modeling techniques, and the ability to thrive in a dynamic, fast-paced environment delivering against tight deadlines. This role is looking for a data scientist that will drive high impact to the company through various means ranging from feed optimization, creating and deploying supply strategies and evaluating/monitoring fraudulent behavior.
What you'll be doing:
Develop dashboards and recurring reports
Maintain the integrity of data pipelines and dependant reporting
Design, development and evaluation of highly innovative models
Establish scalable, efficient, automated processes for large scale data analyses, model development, model validation and model implementation
Work closely with software engineering teams to drive real-time model implementations and new feature creations
Conduct market research for various market segments
Analyze internal behavior tracking data and forecast Wish users’ demand
Identify high potential but underexposed product candidates, propose strategies to increase their exposure and boost sales
Implement the strategies and set up A/B test experiments to gauge the impact, and reiterate

Qualifications
Bachelor's or advanced degree in an analytical field (e.g. Computer Science, Engineering, Mathematics, Statistics or similar)
2+ years of hands-on experience in predictive modeling and analysis
2+ years Python, R, or Matlab experience
2+ years experience writing complex SQL queries in a business environment
2+ years experience with Tableau, OBIEE or other visualization tools
2+ years experience operating in a Unix/Linux environment
Preferred Qualifications:
Analytical mindset and ability to see the big picture and influence others
Detail-oriented and must have an aptitude for solving unstructured problems
Ability to work effectively in a multi-task, high volume environment
Ability to be adaptable and flexible in responding to deadlines and workflow fluctuations
A/B test experience

#LI-BD1

Additional Information
Wish values diversity and is committed to creating an inclusive work environment. We provide equal employment opportunity for all applicants and employees. We do not discriminate based on any legally-protected class or characteristic. Employment decisions are made based on qualifications, merit, and business needs. If you need assistance or accommodation due to a disability, please let your recruiter know. For job positions in San Francisco, CA, and other locations where required, we will consider for employment qualified applicants with arrest and conviction records.
Individuals applying for positions at Wish, including California residents, can see our privacy policy here."
Data Scientist - Lodging Team,"Montréal, QC",Hopper,None,Organic,"At Hopper, we’re on a mission to make booking travel faster, easier, and more transparent. We are leveraging the power that comes from combining massive amounts of data and machine learning to build the world’s fastest-growing travel app - one that enables our customers to save money and travel more. With over $235M CAD in funding from leading investors in both Canada and the US, Hopper is primed to continue its path toward becoming the go-to way to book travel as the world continues its shift to mobile.

Recognized as the fastest-growing travel app by Forbes and one of the world’s most innovative companies by Fast Company two years in a row, Hopper has been downloaded over 40 million times and has helped travelers plan over 100 million trips and counting. The app has received high praise in the form of mobile accolades such as the Webby Award for Best Travel App of 2019, the Google Play Award for Standout Startup of 2016 and Apple’s App Store Best of 2015.

Take off with us!

THE ROLE
We’re looking for a motivated data scientist and data wrangler to help us capitalize on a variety of key data-centric product opportunities within the lodging business. At Hopper, every dataset tells a story. Do you have what it takes to decipher the clues? bit.ly/2q6U8dq

You might be a great fit for our team if you’re a self-starter who thrives on uncertainty, and who’s passionate about exploring the intersection of real business problems with huge (and often messy) data sets, and finding effective ways to simplify and focus on practical opportunities to deliver value to our customers. To succeed at Hopper you need the talent, drive, and experience to thrive in a highly performing company.

We collect and archive pricing data for hotels and homes pricing from a dozen providers; rich metadata at property, room and user level; as well as sourcing geographic data about property and related context like airports, points of interest, neighborhoods and political boundaries.

Specific challenges include measuring and predicting specific hotel sales performance to drive dynamic pricing; improving our automated sort order; driving re-engagement via collaborative filtering; personalized recommendations based on observed customer behavior; and better leveraging geographic data in search, filtering and recommendation.

IN THIS ROLE, YOU WILL:

Frame and conduct complex exploratory analyses needed to deepen our understanding of Hopper users
Partner with product, engineering and business teams to contribute to product improvements and initiatives
Use machine learning and big data tools on large and complex data sets to enhance our data-driven, personalized travel advice
Create advanced dashboards for product experiment tracking and business unit performance analysis using Amplitude, Tableau and BigQuery/Google sheets.
Find effective ways to simplify and communicate analyses to a non-technical audience.

A PERFECT CANDIDATE HAS:

A degree in Math, Statistics, Computer Science, Engineering or other quantitative disciplines
Extremely strong analytical and problem-solving skills
Proven ability to communicate complex technical work to a non-technical audience
A strong passion for and extensive experience in conducting empirical research and answering hard questions with data
Experience in Pandas, R, SAS or other tools appropriate for large scale data preparation and analysis
Experience with data mining, machine learning, statistical modeling tools and underlying algorithms
Experience with relational databases and SQL, including geographical data
Experience with business reporting tools such as Tableau, Amplitude
Proficiency with Unix/Linux environments

BENEFITS

Well-funded and proven startup with large ambitions, competitive salary and stock options
Dynamic and entrepreneurial team where pushing limits is everyday business
100% employer paid medical, dental, vision, disability and life insurance plans
Access to a 401k (US) or Retirement Savings Plan (Canada)"
Data Scientist - TELUS Digital,"Toronto, ON",TELUS,None,Organic,"Create awesome experiences for our customers.

Join our team

We’re a customer-driven and product-minded team within TELUS, responsible for our company’s digital evolution. We simplify the path to production so teams can focus on what matters most.

TELUS Digital’s mission is to make life easier for millions of customers – and for our team. We build smart, customer-centric and data-driven experiences for telus.com, TELUS.com/business and the My TELUS app.

Our team includes a passionate group of strategists, UX and visual designers, full stack developers, content managers, scrum masters, testers, product owners, people experience specialists, and other digital experts.

Our team members are leaders in local and global technology communities, we value and support communities such as: Tech Masters, NodeSchool, Ladies Learning Code, Women Who Code TO and many more!

Learn more about our team at telus.com/digital

Here’s the impact you’ll make and what we’ll accomplish together

My TELUS has a big impact on how our customers' experience, manage and interact with their TELUS services. We’re at the centre of all the action working to exceed the needs of our customers, stakeholders and broader digital team. As risk takers and experts in our fields, we’re a team who celebrates our failures and successes equally. Change is embraced and we love to try out new ideas. We are passionate about learning, growing and developing as individuals and as a team.

As a data scientist with TELUS Digital, you will be responsible for supporting the My TELUS insights team with various data solutions and products. These solutions will empower our business analysts with insights about our customer journeys across multiple channels and help move forward our journey of creating the best possible customer experience. You will be working with data from various online and offline experiences in order to paint a complete picture of the journey.

You will work as part of a friendly, cross-disciplinary, and agile team who helps each other tackle problems across all functions. As a custodian of customer trust, you will employ the best methodologies in development, security, accessibility and design to achieve the highest quality of service for our customers.

Here’s how
Understand business needs and apply data science techniques to address real-world problems
Analyze source data (including structured and unstructured data), cleanse data, and support the building of data pipelines
Ensure data privacy is respected
Use visualization techniques to communicate findings and explain models
Collaborate with our data scientists within Telus
Qualifications
You're the missing piece of the puzzle
Education in computer science, engineering, mathematics, or a related field
Ability to communicate technical and complex concepts in a way that is understood by non-technical audiences
Interpersonal and communication skills to enable collaboration with a range of team members with diverse skill sets and backgrounds
The ability to quickly familiarize yourself with new languages, tools, frameworks, and to stay informed on developments in ML techniques and technologies
Advanced knowledge in SQL
Dedication to ensuring your work is well documented and version controlled
Experience using Cloud infrastructure like Google Cloud Platform and Amazon Web Services
Experience with agile methodology and team-based software development workflows
G-Suite experience
Great-to-have's
Great knowledge of Adobe Analytic's
Domo dashboarding experience"
Senior Data Scientist,"Mississauga, ON",SOTI Inc.,None,Organic,"SOTI is committed to providing its employees with endless possibilities; learning new things, working with the latest technologies and making a difference in the world.
Job Title:
Senior Data Scientist
Location:
Mississauga
Who We Are
Over the last 20 years, we have been a global leader in enterprise mobility technology, with over 1000 talented employees in 25 countries and 10 offices around the world. SOTI’s two decades of success has built strong partnerships with leading mobile platform providers and device manufacturers. These relationships give us unparalleled insight into new technology and industry trends before they happen. The SOTI ONE Platform software helps businesses remove functional silos, eliminate downtime, build apps faster, manage all mobile and IoT devices in one place and deliver actionable insights. When everything is connected, the SOTI ONE Platform makes mobile and IoT business operations simpler, smarter and more reliable at the same time, enables companies to securely manage any device or endpoint with any form-factor and any operating system throughout their entire lifecycle from deployment to retirement. We are looking for an experienced Data Scientist to join our data analytics team to work on Machine Learning and AI projects using the vast wealth of data that we collect today.
What’s in it for you?
The People - From our humble origins in our founder’s basement, to our industry leading position today, SOTI has worked hard to foster a company culture that we can all believe in. A culture that emphasizes personal growth, continuous innovation and fun.
The Growth - Our environment fosters new ideas, fresh perspectives, and the ability to take them over the goal line. SOTI is a fast-paced environment with a global reach that encourages you to make your mark and be part of something big!
The Technology - You’ll get the chance to work with leading edge technologies and take on complex and interesting projects, as part of highly collaborative and agile teams. You will work alongside SOTI’s partners which include leading tech giants that will keep you on the cusp of emerging technologies.
What You’ll Do
Collaborate with various business units and other stakeholders to identify opportunities to drive business value by leveraging business intelligence, data visualization and machine learning best-practices
Develop innovative and effective approaches and apply statistical and predictive modelling techniques to solve analytics problems and communicate results and methodologies to business clients and senior members of the analytics team
Stay current with trends in the data science space; translate those trends into actionable strategic and tactical objectives for the company
Lead end-to-end design and implementation of machine learning and data analytics solutions
Own and deliver projects of diverse scope. Oversee the work several junior data scientists
Research, define, and develop data science capabilities into product experience; partner effectively with software engineers, designers, and product managers to deliver those capabilities
Experience You’ll Bring:
Expert in Python programming to write production-ready code
Strong data profiling, cleaning, mining, and technical documentation skills
5 + years of experience in building machine learning models
3+ years of experience with NLP, classification, and predictive modeling in production environments
2+ years of experience with time-series analysis, forecasting, and anomaly detection
A deep understanding of a variety of statistical modelling and machine learning approaches and ability to apply them to business problems
Strong knowledge and experience of different deep neural networks architectures (RNN, CNN, GAN, seq2seq/Transformers)
Experience with ML\AI solutions developed on large cloud computing infrastructure providers such as Azure and AWS
Graduate degree in computer science, software engineering, data science, statistics, or equivalent industry experience.
About SOTI
SOTI is the world's most trusted provider of mobile and IoT management solutions, with more than 17,000 enterprise customers and millions of devices managed worldwide. SOTI's innovative portfolio of solutions and services provide the tools organizations need to truly mobilize their operations and optimize their mobility investments. SOTI extends secure mobility management to provide a total, flexible solution for comprehensive management and security of all mobile devices and connected peripherals deployed in an organization.
At SOTI, we celebrate the uniqueness of our global teams and are proud to be an equal opportunity workplace. We are curious problem solvers who are committed to bringing the best mobile and IoT management solutions to market. We offer careers with #EndlessPossibilities.
What are you waiting for? Apply today: https://www.soti.net/careers
If you want to bring your ideas to life, apply at SOTI today.
We are committed to providing accessible employment practices that are in compliance with the requirements under the Human Rights Code and the Accessibility for Ontarians with Disabilities Act (AODA). If you require accommodation during any stage of the recruitment process, please notify People & Culture at careers@soti.net .
Please note that SOTI does not accept unsolicited resumes from recruiters or employment agencies. In the absence of a signed Services Agreement with agency/recruiter, SOTI will not consider or agree to payment of any referral compensation or recruiter fee."
"Data Scientist, Value Maximization Group","Toronto, ON",FirePower Financial Corporation,None,Organic,"About FirePower Capital:
FirePower Capital is the M&A advisory and private capital firm built for Canada’s entrepreneurs. The firm helps mid-market businesses complete mission-critical transactions.
This Data Scientist role is a new position in our Value Maximization group. This is an opportunity for true data enthusiasts who want to make a real impact on the most entrepreneurial segment of M&A advisory, and private debt & equity in Canada.

Job Description
We are looking for a data scientist with data engineering knowledge / experience to help our clients make smarter decisions by discovering information hidden in vast amounts of data. Your primary focus will be in analyzing business requirements and applying data mining techniques, doing statistical analysis, and building high quality prediction systems to extract value from the data. Some relevant examples are:
Analyze business requirements and translate to technical requirements and optimal data models
Automate scoring using machine learning techniques
Build recommendation systems
Create prediction and classification models
Develop internal A/B testing procedures
Build system for automated fraud detection
Design data workflows for reporting and analytics
Design and develop dashboards and reports
Role & Responsibilities
The Data Scientist will be focused on driving significant value for our portfolio companies and our advisory clients using data-driven techniques. The Data Scientist will be tasked with end to end delivery of relevant insight to help increase shareholder value. The successful candidate will have the following responsibilities:
Selecting features, building and optimizing models for classification and prediction using machine learning techniques
Data mining and exploration using state-of-the-art methods
Extending company’s data with third party sources of information when needed
Enhancing data collection procedures to include information that is relevant for building analytic systems
Processing, cleansing, and verifying the integrity of data used for analysis
Doing ad-hoc analysis and presenting results in a clear manner
Creating automated anomaly detection systems and constant tracking of its performance
Developing dashboards and reports to present your findings
Desired Skills and Aptitude
Having graduated with solid grades in Commerce, Math, Science or similar degree
Strong business acumen
1+ year in a relevant role
Great problem-solving skills
Exceptional organizational skills
Exceptional attention to details and process-oriented
Good communications skills
Good understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, etc.
Experience with common data science toolkits, such as R, Weka, NumPy, MatLab, etc. Excellence in at least one of these is highly desirable
Great communication skills
Experience with data visualization tools, such as D3.js, GGplot, Tableau, Power BI, etc.
Proficiency in using at least one query language, such as SQL, Hive, Pig, or others
Experience with NoSQL databases, such as MongoDB, Cassandra, HBase is a plus
Good applied statistics skills, such as distributions, statistical testing, regression, etc.
Good scripting and programming skills
Data-oriented personality
The role reports to the Director, Value Maximization.

Next steps:
Only complete applications through our website and/or recruiter will be accepted. Only candidates we wish to interview will be contacted. We look forward to hearing from you!"
Data Scientist,"Sherbrooke, QC",CGI,None,Organic,"Give your career a boost.

The information technology (IT) sector is in the midst of an extraordinary period. Organisations’s digital transformation is accelerating, and CGI is at the forefront of this evolution. We accompany our clients in their transformation and innovation process, which allows us to offer our professionals exciting career opportunities.

CGI’s success rests on the talent and engagement of our professionals. Together, we take on challenges and share in the benefits derived from our company’s growth. This approach reinforces our shareholder-owner culture, all our professionals thus benefit from the value we collectively create.

Join us to participate in the growth of one of the world’s largest information technology (IT) and business consulting companies.

Summary:
You love technology? You like working with people and data on actual projects? You are curious by nature and like to challenge established ideas? If you are a passionate person with contagious energy, have demonstrated initiative and like teamwork, we would like you to read the following!

As a data scientist part of the Business Intelligence Competency Center, you support client stakeholders with insights gained from collecting, interpreting, analyzing and publishing company data. The solutions developed will meet the requirements, perform well and have quality built-in.

The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. You must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. You must have a proven ability to drive business results with your data-based insights. You must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.

Responsibilities:
Collecting data through means such as analyzing business results or by setting up and managing new studies
Transferring data into a new format to make it more appropriate for analysis
Creating new, experimental frameworks to collect data
Building tools to automate data collection
Creating reports and presentations for business uses
Correlating similar data to find actionable results
Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions
Mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques and business strategies
Assess the effectiveness and accuracy of new data sources and data gathering techniques
Develop custom data models and algorithms to apply to data sets
Use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes
Develop company A/B testing framework and test model quality
Coordinate with different functional teams to implement models and monitor outcomes
Develop processes and tools to monitor and analyze model performance and data accuracy
Qualifications

REQUIRED:
2-5 years of experience manipulating data sets and building statistical models
Master’s or PHD in Statistics, Mathematics, Computer Science or another quantitative field
Familiar with the following software/tools:
o Coding knowledge and experience with several languages: C, C++, Java, JavaScript, etc.

o Knowledge and experience in statistical and data mining techniques: GLM/Regression, Random Forest, Boosting, Trees, text mining, social network analysis, etc.

o Experience querying databases and using statistical computer languages: R, Python, SLQ, etc.

o Experience using web services: Redshift, S3, Spark, DigitalOcean, etc.

o Experience creating and using advanced machine learning algorithms and statistics: regression, simulation, scenario analysis, modeling, clustering, decision trees, neural networks, etc.

o Experience analyzing data from 3rd party providers: Google Analytics, Site Catalyst, Coremetrics, Adwords, Crimson Hexagon, Facebook Insights, etc.

o Experience with distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark, Gurobi, MySQL, etc.

o Experience visualizing/presenting data for stakeholders using: Periscope, Business Objects, PowerBI, D3, ggplot, etc.

Ability to communicate complex data in a simple, actionable way
Ability to visualize data in the most effective way possible for a given project or study
Analytical and problem-solving skills
Familiarity with data management tools
Ability to work independently and with team members from different backgrounds
Excellent attention to detail
Strong problem solving skills with an emphasis on product development.
Experience working with and creating data architectures.
A drive to learn and master new technologies and techniques
Fluency in French, oral and written
BONUS POINTS:
Experience with ERP and CRM environments and data: SAP, SalesForce, PeopleSoft, MS Dynamics, etc.
Experience with cloud-based tools: Azure, AWS, etc.
Fluency in English, oral and written
Location

Sherbrooke, Eastern Township area

We are located in a unique area in the southernmost part of Quebec, where both the French and English languages co-exist harmoniously. We have a vast array of farms, wineries and other producers here that provide home cooks with the highest quality regional ingredients. The quality of life and robust economy in the Eastern Townships are second to none, and we’re seeing more people choosing the area as a place to settle down long term. Housing here is affordable, there are excellent French and English schools including two local universities, great medical care, as well as access to nature and recreation in every season, with a number of lakes and ski hills nearby.
Build your career with us.

It is an extraordinary time to be in business. As digital transformation continues to accelerate, CGI is at the center of this change—supporting our clients’ digital journeys and offering our professionals exciting career opportunities.

At CGI, our success comes from the talent and commitment of our professionals. As one team, we share the challenges and rewards that come from growing our company, which reinforces our culture of ownership. All of our professionals benefit from the value we collectively create.

Be part of building one of the largest independent technology and business services firms in the world.

Learn more about CGI at www.cgi.com.

No unsolicited agency referrals please.

CGI is an equal opportunity employer.
Your future duties and responsibilities

Required qualifications to be successful in this role"
Internship Data Scientist,"Montréal, QC",American Iron and Metal,None,Organic,"Company Description
ES-TU FORGÉ POUR AIM GLOBAL ?
Inscris-toi dans l’histoire de AIM Global.
Nous n’avons cessé de prospérer au cours des huit dernières décennies grâce à la force de nos employés et à la confiance de nos clients, établissant ainsi notre présence au niveau mondial et diversifiant nos expertises. Prends part à AIM Global, une chaîne intégrée comprenant cinq divisions qui travaillent en collaboration pour revaloriser des ressources, dont les métaux, les déchets de construction, les véhicules hors d’usage et les espaces urbains. Nous investissons dans nos installations et nos employés pour garantir un meilleur avenir pour tous.
C’est simple ; nous le faisons bien. Nous visons l’excellence.

Job Description
As a Data Scientist Intern within AIM, you will work with a dynamic teams and business across multiple organizations to deliver sophisticated, next-gen AI Machine Learning solutions.
You support the development and use of tools and methods for collecting, compiling, modelling and visualizing company data. Your role involves analyzing and modelling problems and situations in your field of expertise so as to extract insights from data.
The ideal candidate enjoys deriving actionable insights from complex datasets, and they are excited to develop, test, and deploy these methods into data products that will impact our core business
Participate in the design, code, create tests, and integrate new features and functionality
Learn and apply different AI/data science components/models for the algorithm to be properly translated in production code.

Qualifications
Ongoing university training in computer science, applied mathematics, statistics, or a related technical field.
Good experience with Machine Learning techniques (supervised and unsupervised: clustering, recommendation system, AI Images recognition techniques);
Good mathematical understanding of the different algorithms of Machine Learning.
Advanced knowledge of Python and SQL programming.
Good communication skills.

Additional Information

null"
Data Scientist,"Toronto, ON","Southern Graphics Systems, Canada Co.",None,Organic,"IN A DAY IN THE LIFE OF THE DATA SCIENTIST YOU’LL:
Have a Passion for Continuous Improvement
Understand the decision-making process, workflows, and business and information needs of business unit heads and service manager/owners
Proactively mine data warehouses to identify trends and patterns and generates insights for business units and senior leadership
Research and implement cutting-edge techniques and tools in machine learning/deep learning/artificial intelligence to make data analysis more efficient
Determine requirements that will be used to train and evolve deep learning models and algorithms
See the Big Picture
Translate business needs into analytics/reporting requirements to support executive decisions and workflows with required information
Perform large-scale experimentation to identify hidden relationships between variables in large datasets
Develop frameworks and processes to analyze unstructured information collected through social media platforms i.e., wikis, blogs, instant messaging, etc. and traditional sources such as e-mail and SharePoint.

Be a Strong Communicator
Visualize information and develops engaging reports on the results of data analysis using data visualization tools
Advise product teams on new products, features or updates through data-based recommendations
Support user experience specialists and information architects to enhance information visualization through development of dashboards and user interfaces
Distribute best practices to analytics and product teams and provides consultations for their data-based experimentations

WHAT KIND OF SKILLS SHOULD YOU HAVE?
The obvious qualities: Dedicated, Imaginative, Professional and…
Up-to-date knowledge of machine learning and data analytics tools and techniques
Strong knowledge in predictive modeling methodology
Experienced at leveraging both structured and unstructured data sources
Willingness and ability to learn new technologies on the job
Demonstrated ability to communicate complex results to technical and non-technical audiences
Demonstrated ability to work with minimal supervision

You’ll have experience with the following:
Experience using statistics and machine learning to solve complex business problems
Experience conducting statistical analysis with advanced statistical software, scripting languages, and packages
Experience with big data analysis tools and techniques
Experience building and deploying predictive models, web scrapping, and scalable data pipelines
Experience with Microsoft Azure Cognitive Services is desirable

YOU HAVE DEGREES, CREDENTIALS OR CERTIFICATIONS IN:
Master’s degree or PhD in computer science, statistics, economics, or related fields

DO YOU LIKE PERKS? SO DO WE!

In addition to a competitive salary, we offer an RRSP with company match, gym membership and several health and welfare plans including company paid Short-Term Disability and Basic Life.
Casual dress (prepare your jeans game, because that’s what we wear on most days).
Creative work environment. We always welcome innovative ideas to make our process better."
Senior Data Scientist,"Montréal, QC",MindGeek Careers,None,Organic,"The Data Science team is responsible for improving business operations and user experiences. Billions of data points are recorded daily from our products. Our projects include content recommendation and surfacing engines, computer vision tasks, bidding systems, and credit card fraud detection among others. We seek a Data Scientist to help enhance our current projects and work on fascinating new projects. The ideal candidate should be experienced and interested in owning data-driven projects from the first stages of research to the later stages of development and deployment.
What you'll be doing:
Research: Discover solutions to unique data science challenges while satisfying business needs
Develop and Implement full solutions
Load and clean the data
Prepare and train the model
Deploy, monitor and maintain the solution
What you'll need to be successful:
Must Haves:
PhD in a quantitative STEM field with an important data analysis component OR Msc. in a quantitative STEM field with 3+ years of experience as a Data Scientist
Strong programming skills in Python and experience with Machine Learning tools (numpy, scipy,scikit-learn, pandas, pytorch/ tensorflow, ...)
Strong knowledge of data science algorithms and their limitations (execution speed, memory considerations, etc)
Experience dealing with very large datasets
Familiarity with database environments (including distributed big data solutions) and functional SQL knowledge
Experience with UNIX/Linux environments
Ability to communicate clearly to non-experts
Nice to Haves:
Understanding and/or familiarity with non-interpreted (compiled) programming languages
Experience with cloud providers (AWS, GCE, Azure)
Data science side projects or Kaggle competitions
As an equal opportunity employer, we celebrate diversity and are committed to creating an inclusive environment for all employees"
